name,gender,birthyear,namegender,usage,pctyb,rich,pctrank,richnum,french,english,biblical,unisex
Flint,m,1960,['Masculine'],[],0.0000397172684679525,Common,0.05700,0,0,0,0,0
Ricardo,m,1960,['Masculine'],"['Spanish', 'Portuguese']",0.0006073047445971810,Common,0.16300,0,0,0,0,0
Paul,m,1960,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Romanian', 'Biblical']",0.0118385169756685000,Common,0.61000,0,1,1,1,0
Robert,m,1960,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0334128448417197000,Common,0.84100,0,1,1,0,0
Peter,m,1960,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'Slovene', 'Slovak', 'Biblical']",0.0049508036974005900,Common,0.45400,0,0,1,1,0
Jeffrey,m,1960,['Masculine'],['English'],0.0133149833395295000,Common,0.64500,0,0,1,0,0
Jerry,m,1960,"['Feminine', 'Masculine']",['English'],0.0054666663587808600,Common,0.47800,0,0,1,0,1
Andrew,m,1960,['Masculine'],"['English', 'Biblical']",0.0037883808516583100,Common,0.39400,0,0,1,1,0
David,m,1960,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0396830931439219000,Common,0.89500,0,1,1,1,0
John,m,1960,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0351322331034196000,Common,0.85700,0,0,1,1,0
Richard,m,1960,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0201112545345805000,Common,0.73200,0,1,1,0,0
Richard,m,1960,['Masculine'],"['English', 'French', 'German', 'Czech', 'Slovak', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Germanic']",0.0201112545345805000,Common,0.73200,0,1,1,0,0
George,m,1960,['Masculine'],"['English', 'Romanian']",0.0064919260796977700,Common,0.50400,0,0,1,0,0
John,m,1960,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0351322331034196000,Common,0.85700,0,0,1,1,0
Jay,m,1960,['Masculine'],"['English', 'Indian', 'Hindi', 'Marathi', 'Gujarati']",0.0024860239088719600,Common,0.31100,0,0,1,0,0
Robert,m,1960,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0334128448417197000,Common,0.84200,0,1,1,0,0
Jody,m,1960,"['Feminine', 'Masculine']",['English'],0.0004599813883032640,Common,0.14700,0,0,1,0,1
Jonathan,m,1960,['Masculine'],"['English', 'French', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Biblical']",0.0015438933545158700,Common,0.23600,0,1,1,1,0
Glenn,m,1960,['Masculine'],['English'],0.0025691530754327900,Common,0.31600,0,0,1,0,0
Frank,m,1960,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'French']",0.0049646585584940600,Common,0.45600,0,1,1,0,0
Dale,m,1960,"['Feminine', 'Masculine']",['English'],0.0035468444399287800,Common,0.38600,0,0,1,0,1
Michael,m,1960,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0388716601125476000,Common,0.88600,0,0,1,1,0
Jerry,m,1960,"['Feminine', 'Masculine']",['English'],0.0054666663587808600,Common,0.47800,0,0,1,0,1
Mitchel,m,1960,['Masculine'],[],0.0001039114582010380,Common,0.08500,0,0,0,0,0
Johnny,m,1960,['Masculine'],['English'],0.0028545632139583100,Common,0.33700,0,0,1,0,0
Curt,m,1960,['Masculine'],['English'],0.0003325166662433230,Common,0.12700,0,0,1,0,0
Edward,m,1960,['Masculine'],"['English', 'Polish']",0.0076575817263618700,Common,0.53000,0,0,1,0,0
Mark,m,1960,['Masculine'],"['English', 'Russian', 'Belarusian', 'Dutch', 'Danish', 'Armenian', 'Biblical']",0.0271227379052835000,Common,0.78300,0,0,1,1,0
Kenneth,m,1960,['Masculine'],"['Scottish', 'English', 'Swedish', 'Danish', 'Norwegian']",0.0127866513031651000,Common,0.63200,0,0,1,0,0
Todd,m,1960,['Masculine'],['English'],0.0026536677281029600,Common,0.32500,0,0,1,0,0
Cary,m,1960,"['Feminine', 'Masculine']",['English'],0.0003509898143679520,Common,0.13000,0,0,1,0,1
Val,f,1960,['Feminine'],[],0.0000360603448234413,Common,0.05600,0,0,0,0,0
Sandy,f,1960,['Feminine'],[],0.0017530135630168900,Common,0.25300,0,0,0,0,0
Jeanne,f,1960,['Feminine'],"['French', 'English']",0.0016861817239441100,Common,0.24600,0,1,1,0,0
Maria,f,1960,"['Feminine', 'Masculine']","['Italian', 'Portuguese', 'Catalan', 'Occitan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Faroese', 'Dutch', 'Frisian', 'Greek', 'Polish', 'Romanian', 'English', 'Finnish', 'Estonian', 'Corsican', 'Sardinian', 'Basque', 'Armenian', 'Russian', 'Bulgarian', 'Ukrainian', 'Biblical Greek', 'Biblical Latin', 'Old Church Slavic']",0.0036233434478593800,Common,0.38600,0,0,1,1,1
Lynn,f,1960,"['Feminine', 'Masculine']",['English'],0.0032935114938743000,Common,0.36700,0,0,1,0,1
Michelle,f,1960,['Feminine'],"['French', 'English', 'Dutch']",0.0047556382753154400,Common,0.44800,0,1,1,0,0
Deborah,f,1960,['Feminine'],"['English', 'Biblical']",0.0121465665503279000,Common,0.61800,0,0,1,1,0
Janet,f,1960,['Feminine'],['English'],0.0068519463210515000,Common,0.51000,0,0,1,0,0
Dena,f,1960,['Feminine'],[],0.0003553145976603080,Common,0.13200,0,0,0,0,0
Tammy,f,1960,['Feminine'],[],0.0068822370107031900,Common,0.51000,0,0,0,0,0
John,m,1948,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0464642475699835000,Common,0.92400,0,0,1,1,0
Charles,m,1948,['Masculine'],"['English', 'French']",0.0216973765695258000,Common,0.74000,0,1,1,0,0
John,m,1948,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0464642475699835000,Common,0.92400,0,0,1,1,0
James,m,1948,['Masculine'],"['English', 'Biblical']",0.0496969771762446000,Common,0.95100,0,0,1,1,0
Roger,m,1948,['Masculine'],"['English', 'French', 'Catalan', 'Swedish', 'Norwegian', 'German', 'Dutch']",0.0071902009531587900,Common,0.52100,0,1,1,0,0
Wilson,m,1948,['Masculine'],"['English', 'Spanish (Latin American)', 'Portuguese']",0.0002456941814232760,Common,0.11300,0,0,1,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.84900,0,0,1,0,0
Robert,m,1948,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0479468268428185000,Common,0.93800,0,1,1,0,0
Carl,m,1948,['Masculine'],"['German', 'Swedish', 'Danish', 'Norwegian', 'English']",0.0043916432565361300,Common,0.43000,0,0,1,0,0
Daniel,m,1948,['Masculine'],"['English', 'Hebrew', 'French', 'German', 'Swedish', 'Norwegian', 'Danish', 'Polish', 'Czech', 'Slovak', 'Spanish', 'Portuguese', 'Catalan', 'Romanian', 'Slovene', 'Bulgarian', 'Macedonian', 'Croatian', 'Finnish', 'Estonian', 'Armenian', 'Georgian', 'Biblical', 'Biblical Greek']",0.0092589683985675600,Common,0.56300,0,1,1,1,0
Frankie,m,1948,"['Feminine', 'Masculine']",['English'],0.0003505910123049030,Common,0.13000,0,0,1,0,1
Arthur,m,1948,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Norwegian', 'Danish', 'Swedish', 'Welsh Mythology', 'Arthurian Romance']",0.0042536506340929200,Common,0.42200,0,1,1,0,0
Maynard,m,1948,['Masculine'],['English'],0.0001071406133603780,Common,0.08700,0,0,1,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.84900,0,0,1,0,0
Steven,m,1948,['Masculine'],"['English', 'Dutch']",0.0089639110026117600,Common,0.55700,0,0,1,0,0
Peter,m,1948,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'Slovene', 'Slovak', 'Biblical']",0.0045156122384871500,Common,0.43700,0,0,1,1,0
Fred,m,1948,['Masculine'],"['English', 'Dutch', 'German', 'French', 'Portuguese', 'Swedish', 'Norwegian']",0.0030167655426812300,Common,0.34700,0,1,1,0,0
Larry,m,1948,['Masculine'],['English'],0.0187552167942630000,Common,0.71700,0,0,1,0,0
George,m,1948,['Masculine'],"['English', 'Romanian']",0.0122981717660363000,Common,0.62000,0,0,1,0,0
Randy,m,1948,"['Feminine', 'Masculine']",['English'],0.0017624911370592000,Common,0.25500,0,0,1,0,1
Donald,m,1948,['Masculine'],"['Scottish', 'English']",0.0148336459670253000,Common,0.66100,0,0,1,0,0
David,m,1948,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0317601800411061000,Common,0.82100,0,1,1,1,0
Willie,m,1948,"['Feminine', 'Masculine']",['English'],0.0044696146976727400,Common,0.43400,0,0,1,0,1
Larry,m,1948,['Masculine'],['English'],0.0187552167942630000,Common,0.71700,0,0,1,0,0
James,m,1948,['Masculine'],"['English', 'Biblical']",0.0496969771762446000,Common,0.95100,0,0,1,1,0
Wayne,m,1948,['Masculine'],['English'],0.0048684470332708000,Common,0.45100,0,0,1,0,0
Thomas,m,1948,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Greek', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0245570773386944000,Common,0.76500,0,1,1,1,0
Paul,m,1948,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Romanian', 'Biblical']",0.0119184115815076000,Common,0.61000,0,1,1,1,0
Paul,m,1948,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Romanian', 'Biblical']",0.0119184115815076000,Common,0.61100,0,1,1,1,0
Steven,m,1948,['Masculine'],"['English', 'Dutch']",0.0089639110026117600,Common,0.55800,0,0,1,0,0
Jack,m,1948,['Masculine'],['English'],0.0042704790026835600,Common,0.42600,0,0,1,0,0
Raymond,m,1948,['Masculine'],"['English', 'French']",0.0065131395901955600,Common,0.50500,0,1,1,0,0
Carl,m,1948,['Masculine'],"['German', 'Swedish', 'Danish', 'Norwegian', 'English']",0.0043916432565361300,Common,0.43200,0,0,1,0,0
Douglas,m,1948,['Masculine'],"['Scottish', 'English']",0.0053115940728242000,Common,0.46800,0,0,1,0,0
Jeffrey,m,1948,['Masculine'],['English'],0.0033264075247489200,Common,0.37200,0,0,1,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.84900,0,0,1,0,0
Peter,m,1948,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'Slovene', 'Slovak', 'Biblical']",0.0045156122384871500,Common,0.43800,0,0,1,1,0
Melvin,m,1948,['Masculine'],"['English', 'Swedish']",0.0022751954334538900,Common,0.30000,0,0,1,0,0
Warren,m,1948,['Masculine'],['English'],0.0014898715658909100,Common,0.23500,0,0,1,0,0
Danny,m,1948,['Masculine'],"['English', 'Dutch']",0.0044898087399815100,Common,0.43600,0,0,1,0,0
Robert,m,1948,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0479468268428185000,Common,0.93800,0,1,1,0,0
Hal,m,1948,['Masculine'],['English'],0.0002008185318482480,Common,0.10800,0,0,1,0,0
Steven,m,1948,['Masculine'],"['English', 'Dutch']",0.0089639110026117600,Common,0.55700,0,0,1,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.84900,0,0,1,0,0
Robert,m,1948,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0479468268428185000,Common,0.93900,0,1,1,0,0
Peter,m,1948,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'Slovene', 'Slovak', 'Biblical']",0.0045156122384871500,Common,0.43800,0,0,1,1,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.85000,0,0,1,0,0
Barry,m,1948,['Masculine'],"['Irish', 'English']",0.0026190550983225400,Common,0.32200,0,0,1,0,0
James,m,1948,['Masculine'],"['English', 'Biblical']",0.0496969771762446000,Common,0.95100,0,0,1,1,0
David,m,1948,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0317601800411061000,Common,0.82200,0,1,1,1,0
Paul,m,1948,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Romanian', 'Biblical']",0.0119184115815076000,Common,0.61000,0,1,1,1,0
James,m,1948,['Masculine'],"['English', 'Biblical']",0.0496969771762446000,Common,0.95100,0,0,1,1,0
Donald,m,1948,['Masculine'],"['Scottish', 'English']",0.0148336459670253000,Common,0.66200,0,0,1,0,0
Michael,m,1948,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0294827408251734000,Common,0.80500,0,0,1,1,0
Robert,m,1948,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0479468268428185000,Common,0.94000,0,1,1,0,0
Herman,m,1948,['Masculine'],"['English', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Finnish', 'Slovene', 'Germanic']",0.0010310180489862500,Common,0.20300,0,0,1,0,0
Neil,m,1948,['Masculine'],[],0.0007886895412811100,Common,0.18200,0,0,0,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.85100,0,0,1,0,0
Johnny,m,1948,['Masculine'],['English'],0.0038497697879176800,Common,0.40100,0,0,1,0,0
Alan,m,1948,['Masculine'],"['English', 'Scottish', 'Breton', 'French']",0.0041476319119719200,Common,0.42000,0,1,1,0,0
Robert,m,1948,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0479468268428185000,Common,0.94000,0,1,1,0,0
Jack,m,1948,['Masculine'],['English'],0.0042704790026835600,Common,0.42800,0,0,1,0,0
Fred,m,1948,['Masculine'],"['English', 'Dutch', 'German', 'French', 'Portuguese', 'Swedish', 'Norwegian']",0.0030167655426812300,Common,0.35200,0,1,1,0,0
Barry,m,1948,['Masculine'],"['Irish', 'English']",0.0026190550983225400,Common,0.32400,0,0,1,0,0
Frank,m,1948,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'French']",0.0071228874787962500,Common,0.51900,0,1,1,0,0
Audie,m,1948,['Masculine'],[],0.0000106579667740690,Common,0.03100,0,0,0,0,0
Randy,m,1948,"['Feminine', 'Masculine']",['English'],0.0017624911370592000,Common,0.25800,0,0,1,0,1
Charles,m,1948,['Masculine'],"['English', 'French']",0.0216973765695258000,Common,0.74200,0,1,1,0,0
Tommy,m,1948,['Masculine'],['English'],0.0023666295694630100,Common,0.30800,0,0,1,0,0
George,m,1948,['Masculine'],"['English', 'Romanian']",0.0122981717660363000,Common,0.62100,0,0,1,0,0
Cecil,m,1948,['Masculine'],['English'],0.0007853238675629820,Common,0.18200,0,0,1,0,0
David,m,1948,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0317601800411061000,Common,0.82300,0,1,1,1,0
Robert,m,1948,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0479468268428185000,Common,0.94000,0,1,1,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.85100,0,0,1,0,0
Mark,m,1948,['Masculine'],"['English', 'Russian', 'Belarusian', 'Dutch', 'Danish', 'Armenian', 'Biblical']",0.0057592286773351000,Common,0.48500,0,0,1,1,0
Charles,m,1948,['Masculine'],"['English', 'French']",0.0216973765695258000,Common,0.74300,0,1,1,0,0
Robert,m,1948,['Masculine'],"['English', 'French', 'Swedish', 'Norwegian', 'Danish', 'German', 'Dutch', 'Finnish', 'Estonian', 'Czech', 'Polish', 'Russian', 'Slovene', 'Croatian', 'Albanian', 'Romanian', 'Catalan', 'Germanic']",0.0479468268428185000,Common,0.94100,0,1,1,0,0
James,m,1948,['Masculine'],"['English', 'Biblical']",0.0496969771762446000,Common,0.95100,0,0,1,1,0
Vaughn,m,1948,['Masculine'],[],0.0001996966406088720,Common,0.10900,0,0,0,0,0
Michael,m,1948,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0294827408251734000,Common,0.80700,0,0,1,1,0
Kevin,m,1948,['Masculine'],"['English', 'Irish', 'French (Modern)', 'Spanish (Modern)', 'German (Modern)', 'Dutch (Modern)', 'Swedish (Modern)', 'Norwegian (Modern)', 'Danish (Modern)']",0.0012503477862842000,Common,0.22100,0,1,1,0,0
John,m,1948,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0464642475699835000,Common,0.92800,0,0,1,1,0
Michael,m,1948,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0294827408251734000,Common,0.80700,0,0,1,1,0
Carl,m,1948,['Masculine'],"['German', 'Swedish', 'Danish', 'Norwegian', 'English']",0.0043916432565361300,Common,0.43400,0,0,1,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.85300,0,0,1,0,0
Jeffrey,m,1948,['Masculine'],['English'],0.0033264075247489200,Common,0.37500,0,0,1,0,0
Charles,m,1948,['Masculine'],"['English', 'French']",0.0216973765695258000,Common,0.74500,0,1,1,0,0
David,m,1948,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0317601800411061000,Common,0.82500,0,1,1,1,0
David,m,1948,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0317601800411061000,Common,0.82500,0,1,1,1,0
Timmy,m,1948,['Masculine'],[],0.0000785323867562982,Common,0.07900,0,0,0,0,0
Lionel,m,1948,['Masculine'],[],0.0001901605650741790,Common,0.10700,0,0,0,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.85300,0,0,1,0,0
Jacob,m,1948,['Masculine'],"['English', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Jewish', 'Biblical']",0.0003085200908283140,Common,0.12600,0,0,1,1,0
Charles,m,1948,['Masculine'],"['English', 'French']",0.0216973765695258000,Common,0.74600,0,1,1,0,0
Chalmer,m,1948,['Masculine'],[],0.0000061704018165663,Common,0.02200,0,0,0,0,0
Jeffrey,m,1948,['Masculine'],['English'],0.0033264075247489200,Common,0.37500,0,0,1,0,0
Raymond,m,1948,['Masculine'],"['English', 'French']",0.0065131395901955600,Common,0.50600,0,1,1,0,0
Donald,m,1948,['Masculine'],"['Scottish', 'English']",0.0148336459670253000,Common,0.66500,0,0,1,0,0
Clarence,m,1948,['Masculine'],['English'],0.0021259838986169300,Common,0.28800,0,0,1,0,0
David,m,1948,['Masculine'],"['English', 'Hebrew', 'French', 'Scottish', 'Welsh', 'Spanish', 'Portuguese', 'Catalan', 'German', 'Swedish', 'Norwegian', 'Danish', 'Dutch', 'Czech', 'Slovene', 'Russian', 'Croatian', 'Serbian', 'Macedonian', 'Romanian', 'Biblical', 'Biblical Latin']",0.0317601800411061000,Common,0.82600,0,1,1,1,0
Daryl,m,1948,['Masculine'],['English'],0.0004796085048331070,Common,0.15100,0,0,1,0,0
Marvin,m,1948,['Masculine'],"['English', 'German']",0.0020334278713684300,Common,0.27900,0,0,1,0,0
Mike,m,1948,['Masculine'],['English'],0.0028299706513251700,Common,0.34000,0,0,1,0,0
Billy,m,1948,['Masculine'],['English'],0.0034896427000780800,Common,0.38500,0,0,1,0,0
Larry,m,1948,['Masculine'],['English'],0.0187552167942630000,Common,0.72200,0,0,1,0,0
Timothy,m,1948,['Masculine'],"['English', 'Biblical']",0.0045111246735296500,Common,0.43800,0,0,1,1,0
Ralph,m,1948,['Masculine'],"['English', 'German', 'Swedish']",0.0038783780145217600,Common,0.40500,0,0,1,0,0
Michael,m,1948,['Masculine'],"['English', 'German', 'Danish', 'Swedish', 'Norwegian', 'Dutch', 'Czech', 'Biblical', 'Biblical Latin', 'Biblical Greek']",0.0294827408251734000,Common,0.80800,0,0,1,1,0
Paul,m,1948,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Swedish', 'Norwegian', 'Danish', 'Estonian', 'Romanian', 'Biblical']",0.0119184115815076000,Common,0.61300,0,1,1,1,0
Calvin,m,1948,['Masculine'],['English'],0.0013451475960114500,Common,0.22900,0,0,1,0,0
George,m,1948,['Masculine'],"['English', 'Romanian']",0.0122981717660363000,Common,0.62300,0,0,1,0,0
Kenneth,m,1948,['Masculine'],"['Scottish', 'English', 'Swedish', 'Danish', 'Norwegian']",0.0132108302892684000,Common,0.64500,0,0,1,0,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.85200,0,0,1,0,0
James,m,1948,['Masculine'],"['English', 'Biblical']",0.0496969771762446000,Common,0.95100,0,0,1,1,0
Guy,m,1948,['Masculine'],"['English', 'French', 'Hebrew']",0.0005738473689406650,Common,0.16300,0,1,1,0,0
Jett,m,1948,['Masculine'],[],0.0000028047280984392,Common,0.01700,0,0,0,0,0
Jerrie,m,1948,['Masculine'],[],0.0000072922930559420,Common,0.02300,0,0,0,0,0
John,m,1948,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0464642475699835000,Common,0.92700,0,0,1,1,0
John,m,1948,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0464642475699835000,Common,0.92800,0,0,1,1,0
Bernard,m,1948,['Masculine'],[],0.0015229673574524900,Common,0.24000,0,0,0,0,0
Maurice,m,1948,['Masculine'],[],0.0005631894021665960,Common,0.16100,0,0,0,0,0
Craig,m,1948,['Masculine'],"['Scottish', 'English']",0.0022359292400757500,Common,0.29800,0,0,1,0,0
Jerry,m,1948,"['Feminine', 'Masculine']",['English'],0.0094278130300936100,Common,0.56900,0,0,1,0,1
Patrick,m,1948,['Masculine'],"['Irish', 'English', 'French', 'German', 'Danish', 'Norwegian', 'Swedish']",0.0040326380599359100,Common,0.41200,0,1,1,0,0
Harold,m,1948,['Masculine'],['English'],0.0045700239635968700,Common,0.44200,0,0,1,0,0
Kenneth,m,1948,['Masculine'],"['Scottish', 'English', 'Swedish', 'Danish', 'Norwegian']",0.0132108302892684000,Common,0.64500,0,0,1,0,0
Floyd,m,1948,['Masculine'],['English'],0.0011448900097828900,Common,0.21400,0,0,1,0,0
Ronald,m,1948,['Masculine'],"['Scottish', 'English', 'Dutch', 'German']",0.0188023362263168000,Common,0.72200,0,0,1,0,0
Arthur,m,1948,['Masculine'],"['English', 'French', 'German', 'Dutch', 'Norwegian', 'Danish', 'Swedish', 'Welsh Mythology', 'Arthurian Romance']",0.0042536506340929200,Common,0.42700,0,1,1,0,0
Peter,m,1948,['Masculine'],"['English', 'German', 'Dutch', 'Danish', 'Swedish', 'Norwegian', 'Slovene', 'Slovak', 'Biblical']",0.0045156122384871500,Common,0.43800,0,0,1,1,0
William,m,1948,['Masculine'],['English'],0.0347629219432951000,Common,0.85200,0,0,1,0,0
John,m,1948,['Masculine'],"['English', 'Swedish', 'Danish', 'Norwegian', 'Dutch', 'Biblical']",0.0464642475699835000,Common,0.92800,0,0,1,1,0
James,m,1948,['Masculine'],"['English', 'Biblical']",0.0496969771762446000,Common,0.95100,0,0,1,1,0
Johnny,m,1948,['Masculine'],['English'],0.0038497697879176800,Common,0.40300,0,0,1,0,0
Jack,m,1948,['Masculine'],['English'],0.0042704790026835600,Common,0.42900,0,0,1,0,0
Harold,m,1948,['Masculine'],['English'],0.0045700239635968700,Common,0.44200,0,0,1,0,0
Tommy,m,1948,['Masculine'],['English'],0.0023666295694630100,Common,0.30900,0,0,1,0,0
Wayne,m,1948,['Masculine'],['English'],0.0048684470332708000,Common,0.45000,0,0,1,0,0
Ralph,m,1948,['Masculine'],"['English', 'German', 'Swedish']",0.0038783780145217600,Common,0.40700,0,0,1,0,0
Roland,m,1948,['Masculine'],"['English', 'French', 'German', 'Swedish', 'Dutch', 'Hungarian', 'Polish', 'Slovak', 'Georgian', 'Medieval French']",0.0007471795654242090,Common,0.18000,0,1,1,0,0
Gary,m,1948,['Masculine'],['English'],0.0159274899254166000,Common,0.68200,0,0,1,0,0
Steve,m,1948,['Masculine'],['English'],0.0032203888026279100,Common,0.36800,0,0,1,0,0
Leonard,m,1948,['Masculine'],"['English', 'Dutch', 'German', 'Polish', 'Romanian', 'Germanic']",0.0026818810077275800,Common,0.33200,0,0,1,0,0
